index,ID,Name,Group,Latency,Status,Details
1,62,Faial Island,AZO TD,0m,,Details
2,64,Terceira,AZO TD,0m,,Details
4,56,"Hanasaki, Japan HAN",BOM,0m,,Details
5,59,"Port Vila, Efate, Vanuatu",BOM,0m,,Details
6,14,"Suva, Viti Levu, Fiji",BOM,0m,,Details
8,22,175 NM S of Attu AK,DART Pacific,1h 7m,,Details
9,44,"190 NM West-Southwest of San Diego, CA",DART Pacific,1h 7m,,Details
10,41,"210 NM West of Coos Bay, OR",DART Pacific,1h 7m,,Details
11,40,"230 NM West of Astoria, OR",DART Pacific,1h 7m,,Details
12,39,"240 NM South of Dutch Harbor, AK",DART Pacific,1h 7m,,Details
13,23,240NM SE of Kamchatka Peninsula,DART Pacific,1h 7m,,Details
14,38,250 NM SE of Montauk Pt N.Y.,DART Pacific,1h 7m,,Details
15,27,260 NM West-Southwest of Arica Chile,DART Pacific,1h 7m,,Details
16,34,"295 NM Southeast of New Orleans, LA",DART Pacific,1h 7m,,Details
17,45,"300 NM West-Northwest of Seattle, WA",DART Pacific,1h 7m,,Details
18,43,"330 NM Southeast of Anchorage, AK",DART Pacific,1h 7m,,Details
19,48,400 NM Southeast of Tonga,DART Pacific,1h 7m,,Details
20,51,430 NM Southwest of Truk,DART Pacific,1h 7m,,Details
21,25,"450 NM Northeast of Tokyo, Japan",DART Pacific,1h 7m,,Details
22,49,610 NM Northeast of Saipan,DART Pacific,1h 7m,,Details
23,29,"630 NM Southwest of Lima, Peru",DART Pacific,1h 7m,,Details
24,28,"710 NM West-Southwest of Panama City, Panama",DART Pacific,1h 7m,,Details
25,53,"740 NM West of Agana, Guam",DART Pacific,1h 7m,,Details
26,52,"760 NM Northeast of Manila, Philippines",DART Pacific,1h 7m,,Details
27,50,790 NM Northwest of Kwajalein,DART Pacific,1h 7m,,Details
28,42,NW Pacific S AK,DART Pacific,1h 7m,,Details
29,21,Station 21414 - NW Pacific,DART Pacific,1h 7m,,Details
30,73,Station 21415 - 175 NM S of Attu AK,DART Pacific,1h 7m,,Details
31,1595,"Station 32413 - 1000 NM WestNorthwest of Lima, Peru",DART Pacific,1h 7m,,Details
32,1092,"Station 44402 - 136NM SE of Fire Island, NY.",DART Pacific,1h 7m,,Details
33,68,"Station 46402 - 240 NM South of Dutch Harbor, AK",DART Pacific,1h 7m,,Details
34,69,"Station 46403 - 230 NM Southeast of Shumagin Island, AK",DART Pacific,1h 7m,,Details
35,11,Station 46408 - NW Pacific S AK,DART Pacific,1h 7m,,Details
36,12,Station 46408 - NW Pacific S AK,DART Pacific,0m,,Details
37,1096,"Station 46409 - 240 NM Southeast of Kodiak, AK",DART Pacific,1h 7m,,Details
38,72,"Station 46411 - 260 NM Northwest of San Francisco, CA",DART Pacific,1h 7m,,Details
39,10,"Station 46413 - East of ADAK, AK",DART Pacific,1h 7m,,Details
40,66,Station 51425 - 370 NM NW of Apia,DART Pacific,1h 7m,,Details
41,65,Station 52406 - 450 NM Northeast of the Guadalcanal,DART Pacific,1h 7m,,Details
42,60,Station 55012 - DART Coral Sea,DART Pacific,1h 7m,,Details
43,1437,Station 55012 - STB Coral Sea,DART Pacific,1h 7m,,Details
44,61,Station 55015 - DART TASMAN SEA 1,DART Pacific,1h 7m,,Details
45,1712,Station 55042 - Tasman Sea 2,DART Pacific,1h 7m,,Details
46,1491,Station 56003 - STP Indian Ocean 3,DART Pacific,1h 7m,,Details
48,2573,Denmark - Rodbyhavn,DMI,17m,,Details
49,2574,Denmark -Bagenkop,DMI,17m,,Details
50,2575,Denmark -Gedser,DMI,17m,,Details
51,2576,Denmark -Hunderstend,DMI,17m,,Details
53,1620,Lisbona (Press),EURO_WEATHER,0m,,Details
54,1619,Lisbona (Temp),EURO_WEATHER,0m,,Details
56,2359,Degerby,FMI,0m,,Details
57,2342,Föglö Degerby ,FMI,1h 7m,,Details
58,2358,Hamina,FMI,0m,,Details
59,2344,Hamina Pitäjänsaari ,FMI,1h 7m,,Details
60,2357,Hanko,FMI,0m,,Details
61,2343,Hanko Pikku Kolalahti,FMI,1h 7m,,Details
62,2356,Helsinki ,FMI,0m,,Details
63,2331,Helsinki Kaivopuisto ,FMI,1h 7m,,Details
64,2355,Kaskinen ,FMI,0m,,Details
65,2341,Kaskinen Ådskär ,FMI,1h 7m,,Details
66,2348,Kemi ,FMI,0m,,Details
67,2333,Kemi Ajos ,FMI,1h 7m,,Details
68,2354,Mäntyluoto ,FMI,0m,,Details
69,2353,Oulu ,FMI,0m,,Details
70,2339,Oulu Toppila ,FMI,1h 7m,,Details
71,2347,Pietarsaaren Golf ,FMI,0m,,Details
72,2340,Pietarsaari Leppäluoto ,FMI,1h 7m,,Details
73,2345,Pori Mäntyluoto Kallo,FMI,1h 7m,,Details
74,2352,Raahe ,FMI,0m,,Details
75,2330,Raahe Lapaluoto ,FMI,1h 7m,,Details
76,2351,Rauma ,FMI,0m,,Details
77,2337,Rauma Ulko-Petäjäs ,FMI,1h 7m,,Details
78,2350,Turku ,FMI,0m,,Details
79,2338,Turku Ruissalo Saaronniemi,FMI,1h 7m,,Details
80,2349,Vaasa ,FMI,0m,,Details
81,2336,Vaasa Vaskiluoto ,FMI,1h 7m,,Details
84,2542,Ign - Alicante2,Ign,23m,,Details
85,2551,Ign - Almeria,Ign,23m,,Details
86,2543,Ign - Murcia,Ign,1h 47m,,Details
87,2545,Ign - Tenerife13,Ign,23m,,Details
88,2546,Ign - Tenerife21,Ign,23m,,Details
90,1992,USA - Alameda San Francisco Bay_IOOS,IOOS,30m,,Details
91,1988,USA - Atlantic city_IOOS,IOOS,35m,,Details
92,1989,USA - Westport_IOOS,IOOS,32m,,Details
93,1990,USA -Playa de Fajardo_IOOS,IOOS,4h 17m,,Details
94,1995,USA_Barbuda_IOOS,IOOS,31m,,Details
95,1997,USA_Christiansted_IOOS,IOOS,32m,,Details
96,1994,USA_Kwajalein_IOOS,IOOS,34m,,Details
97,1998,USA_Magueyes Island_IOOS,IOOS,39m,,Details
98,1993,USA_Pago Pago_IOOS,IOOS,29m,,Details
101,2027,Scheveningen,NL,57m,,Details
102,2030,Terschelling Noordzee,NL,57m,,Details
104,2613,"Adak Island, AK",NOAA,6d 13h 7m,,Details
105,2641,"Alameda, CA",NOAA,> 100d,,Details
106,2753,"Alexandria Bay, NY",NOAA,19d 13h 7m,,Details
107,2747,"Algonac, MI",NOAA,19d 13h 7m,,Details
108,2614,"Alitak, AK",NOAA,> 100d,,Details
109,2719,"Alpena, MI",NOAA,19d 13h 7m,,Details
110,2744,"American Falls, NY",NOAA,19d 13h 7m,,Details
111,2615,"Anchorage, AK",NOAA,> 100d,,Details
112,2787,"Annapolis, MD",NOAA,19d 13h 7m,,Details
113,2683,"Apalachicola, FL",NOAA,19d 13h 7m,,Details
114,2826,"Apra Harbor, Guam, United States of America",NOAA,19d 13h 7m,,Details
115,2842,"Aransas Wildlife Refuge, TX",NOAA,19d 13h 7m,,Details
116,2661,"Arecibo, PR",NOAA,19d 13h 7m,,Details
117,2642,"Arena Cove, CA",NOAA,> 100d,,Details
118,2745,"Ashland Ave, NY",NOAA,19d 13h 7m,,Details
119,2819,"Astoria, OR",NOAA,19d 13h 7m,,Details
120,2616,"Atka, AK",NOAA,> 100d,,Details
121,2804,"Atlantic City, NJ",NOAA,19d 13h 7m,,Details
122,2843,"Baffin Bay, TX",NOAA,19d 13h 7m,,Details
123,2788,"Baltimore, MD",NOAA,19d 13h 7m,,Details
124,2782,"Bar Harbor, ME",NOAA,19d 13h 7m,,Details
125,2662,"Barbuda, Antigua and Barbuda",NOAA,19d 13h 7m,,Details
126,2800,"Bay Waveland Yacht Club, MS",NOAA,19d 13h 7m,,Details
127,2604,"Bayou La Batre Bridge, AL",NOAA,> 100d,,Details
128,2813,"Beaufort, NC",NOAA,19d 13h 7m,,Details
129,2809,"Bergen Point West Reach, NY",NOAA,19d 13h 7m,,Details
130,2639,"Bermuda, Ferry Reach Channel, Bermuda",NOAA,> 100d,,Details
131,2640,"Bermuda, St. Georges Island, Bermuda",NOAA,> 100d,,Details
132,2766,"Berwick, Atchafalaya River, LA",NOAA,19d 13h 7m,,Details
133,2789,"Bishops Head, MD",NOAA,19d 13h 7m,,Details
134,2844,"Bob Hall Pier, Corpus Christi, TX",NOAA,19d 13h 7m,,Details
135,2643,"Bolinas, Bolinas Lagoon, CA",NOAA,> 100d,,Details
136,2795,"Boston, MA",NOAA,19d 13h 7m,,Details
137,2678,"Brandywine Shoal Light, DE",NOAA,19d 13h 7m,,Details
138,2831,"Bridesburg, PA",NOAA,19d 13h 7m,,Details
139,2675,"Bridgeport, CT",NOAA,19d 13h 7m,,Details
140,2711,"Buffalo, NY",NOAA,19d 13h 7m,,Details
141,2767,"Bulk Terminal, LA",NOAA,19d 13h 7m,,Details
142,2805,"Burlington, Delaware River, NJ",NOAA,19d 13h 7m,,Details
143,2768,"Calcasieu Pass, LA",NOAA,19d 13h 7m,,Details
144,2725,"Calumet Harbor, IL",NOAA,19d 13h 7m,,Details
145,2790,"Cambridge, MD",NOAA,19d 13h 7m,,Details
146,2881,"Cape Disappointment, WA",NOAA,19d 13h 7m,,Details
147,2806,"Cape May, NJ",NOAA,19d 13h 7m,,Details
148,2734,"Cape Vincent, NY",NOAA,19d 13h 7m,,Details
149,2769,"Carrollton, LA",NOAA,19d 13h 7m,,Details
150,2684,"Cedar Key, FL",NOAA,19d 13h 7m,,Details
151,2839,"Charleston, Cooper River Entrance, SC",NOAA,19d 13h 7m,,Details
152,2820,"Charleston, OR",NOAA,19d 13h 7m,,Details
153,2796,"Chatham, MA",NOAA,19d 13h 7m,,Details
154,2882,"Cherry Point, WA",NOAA,19d 13h 7m,,Details
155,2872,"Chesapeake Bay Bridge Tunnel, VA",NOAA,19d 13h 7m,,Details
156,2791,"Chesapeake City, MD",NOAA,19d 13h 7m,,Details
157,2605,"Chickasaw Creek, AL",NOAA,> 100d,,Details
158,2663,"Christiansted Harbor, St Croix, VI",NOAA,19d 13h 7m,,Details
159,2685,"Clearwater Beach, FL",NOAA,19d 13h 7m,,Details
160,2712,"Cleveland, OH",NOAA,19d 13h 7m,,Details
161,2606,"Coast Guard Sector Mobile, AL",NOAA,> 100d,,Details
162,2835,"Conimicut Light, RI",NOAA,19d 13h 7m,,Details
163,2617,"Cordova, AK",NOAA,> 100d,,Details
164,2644,"Coyote Creek, CA",NOAA,> 100d,,Details
165,2645,"Crescent City, CA",NOAA,19d 13h 7m,,Details
166,2664,"Culebra, PR",NOAA,19d 13h 7m,,Details
167,2783,"Cutler Farris Wharf, ME",NOAA,19d 13h 7m,,Details
168,2873,"Dahlgren, VA",NOAA,19d 13h 7m,,Details
169,2686,"Dames Point, FL",NOAA,19d 13h 7m,,Details
170,2607,"Dauphin Island, AL",NOAA,> 100d,,Details
171,2720,"De Tour Village, MI",NOAA,19d 13h 7m,,Details
172,2679,"Delaware City, DE",NOAA,19d 13h 7m,,Details
173,2801,"Dock E, Port of Pascagoula, MS",NOAA,19d 13h 7m,,Details
174,2608,"Dog River Bridge, AL",NOAA,> 100d,,Details
175,2748,"Dry Dock, MI",NOAA,19d 13h 7m,,Details
176,2814,"Duck, NC",NOAA,19d 13h 7m,,Details
177,2739,"Duluth, MN",NOAA,19d 13h 7m,,Details
178,2749,"Dunn Paper, MI",NOAA,19d 13h 7m,,Details
179,2845,"Eagle Point, TX",NOAA,19d 13h 7m,,Details
180,2609,"East Fowl River Bridge, AL",NOAA,> 100d,,Details
181,2784,"Eastport, ME",NOAA,19d 13h 7m,,Details
182,2618,"Elfin Cove, AK",NOAA,> 100d,,Details
183,2713,"Erie, PA",NOAA,19d 13h 7m,,Details
184,2665,"Esperanza, Vieques Island, PR",NOAA,19d 13h 7m,,Details
185,2721,"Essexville, MI",NOAA,19d 13h 7m,,Details
186,2770,"Eugene Island, North of , Gulf of Mexico, LA",NOAA,19d 13h 7m,,Details
187,2714,"Fairport, OH",NOAA,19d 13h 7m,,Details
188,2666,"Fajardo, PR",NOAA,19d 13h 7m,,Details
189,2797,"Fall River, MA",NOAA,19d 13h 7m,,Details
190,2715,"Fermi Power Plant, MI",NOAA,19d 13h 7m,,Details
191,2687,"Fernandina Beach, FL",NOAA,19d 13h 7m,,Details
192,2750,"Fort Gratiot, MI",NOAA,19d 13h 7m,,Details
193,2688,"Fort Myers, FL",NOAA,19d 13h 7m,,Details
194,2803,"Fort Point, NH",NOAA,19d 13h 7m,,Details
195,2706,"Fort Pulaski, GA",NOAA,19d 13h 7m,,Details
196,2707,"Fort Wayne, MI",NOAA,19d 13h 7m,,Details
197,2846,"Freeport, TX",NOAA,19d 13h 7m,,Details
198,2771,"Freshwater Canal Locks, LA",NOAA,19d 13h 7m,,Details
199,2883,"Friday Harbor, WA",NOAA,19d 13h 7m,,Details
200,2847,"Galveston Bay Entrance, North Jetty, TX",NOAA,19d 13h 7m,,Details
201,2848,"Galveston Pier 21, TX",NOAA,19d 13h 7m,,Details
202,2849,"Galveston Railroad Bridge, TX",NOAA,19d 13h 7m,,Details
203,2821,"Garibaldi, OR",NOAA,19d 13h 7m,,Details
204,2708,"Gibraltar, MI",NOAA,19d 13h 7m,,Details
205,2772,"Grand Isle, LA",NOAA,19d 13h 7m,,Details
206,2740,"Grand Marais, MN",NOAA,19d 13h 7m,,Details
207,2726,"Green Bay, WI",NOAA,19d 13h 7m,,Details
208,2722,"Harbor Beach, MI",NOAA,19d 13h 7m,,Details
209,2850,"High Island, TX",NOAA,19d 13h 7m,,Details
210,2760,"Hilo, Hilo Bay, Kuhio Bay, HI",NOAA,19d 13h 7m,,Details
211,2727,"Holland, MI",NOAA,19d 13h 7m,,Details
212,2761,"Honolulu, HI",NOAA,19d 13h 7m,,Details
213,2773,"I-10 Bonnet Carre Floodway, LA",NOAA,19d 13h 7m,,Details
214,2689,"I-295 Bridge, St Johns River, FL",NOAA,19d 13h 7m,,Details
215,2667,"Isabel Segunda, Vieques Island, PR",NOAA,19d 13h 7m,,Details
216,2619,"Juneau, AK",NOAA,> 100d,,Details
217,2762,"Kahului, Kahului Harbor, HI",NOAA,19d 13h 7m,,Details
218,2763,"Kawaihae, HI",NOAA,19d 13h 7m,,Details
219,2620,"Ketchikan, AK",NOAA,> 100d,,Details
220,2728,"Kewaunee, WI",NOAA,19d 13h 7m,,Details
221,2690,"Key West, FL",NOAA,19d 13h 7m,,Details
222,2621,"King Cove, AK",NOAA,> 100d,,Details
223,2810,"Kings Point, NY",NOAA,19d 13h 7m,,Details
224,2874,"Kiptopeke, VA",NOAA,19d 13h 7m,,Details
225,2622,"Kodiak Island, AK",NOAA,> 100d,,Details
226,2646,"La Jolla, CA",NOAA,19d 13h 7m,,Details
227,2884,"La Push, WA",NOAA,19d 13h 7m,,Details
228,2775,"Lake Charles, LA",NOAA,19d 13h 7m,,Details
229,2691,"Lake Worth Pier, FL",NOAA,19d 13h 7m,,Details
230,2723,"Lakeport, MI",NOAA,19d 13h 7m,,Details
231,2668,"Lameshur Bay, St John, VI",NOAA,19d 13h 7m,,Details
232,2774,"LAWMA, Amerada Pass, LA",NOAA,19d 13h 7m,,Details
233,2680,"Lewes, DE",NOAA,19d 13h 7m,,Details
234,2875,"Lewisetta, VA",NOAA,19d 13h 7m,,Details
235,2669,"Lime Tree Bay. St. Croix, VI",NOAA,19d 13h 7m,,Details
236,2755,"Little Rapids, MI",NOAA,19d 13h 7m,,Details
237,2885,"Longview, WA",NOAA,19d 13h 7m,,Details
238,2647,"Los Angeles, CA",NOAA,19d 13h 7m,,Details
239,2729,"Ludington, MI",NOAA,19d 13h 7m,,Details
240,2724,"Mackinaw City, MI",NOAA,19d 13h 7m,,Details
241,2670,"Magueyes Island, PR",NOAA,19d 13h 7m,,Details
242,2851,"Manchester, TX",NOAA,19d 13h 7m,,Details
243,2716,"Marblehead, OH",NOAA,19d 13h 7m,,Details
244,2832,"Marcus Hook, PA",NOAA,19d 13h 7m,,Details
245,2741,"Marquette C.G., MI",NOAA,19d 13h 7m,,Details
246,2648,"Martinez-Amorco Pier, CA",NOAA,19d 13h 7m,,Details
247,2852,"Matagorda Bay Entrance Channel, TX, TX",NOAA,19d 13h 7m,,Details
248,2853,"Matagorda City, TX",NOAA,19d 13h 7m,,Details
249,2671,"Mayaguez, PR",NOAA,19d 13h 7m,,Details
250,2692,"Mayport (Bar Pilots Dock), FL",NOAA,19d 13h 7m,,Details
251,2693,"Mckay Bay Entrance, FL",NOAA,19d 13h 7m,,Details
252,2730,"Menominee, MI",NOAA,19d 13h 7m,,Details
253,2731,"Milwaukee, WI",NOAA,19d 13h 7m,,Details
254,2610,"Mobile State Docks, AL",NOAA,> 100d,,Details
255,2764,"Mokuoloe, HI",NOAA,19d 13h 7m,,Details
256,2672,"Mona Island, PR",NOAA,19d 13h 7m,,Details
257,2876,"Money Point, VA",NOAA,19d 13h 7m,,Details
258,2811,"Montauk, NY",NOAA,19d 13h 7m,,Details
259,2649,"Monterey, CA",NOAA,19d 13h 7m,,Details
260,2854,"Morgans Point, TX",NOAA,19d 13h 7m,,Details
261,2751,"Mouth of the Black River, MI",NOAA,19d 13h 7m,,Details
262,2798,"Nantucket Island, MA",NOAA,19d 13h 7m,,Details
263,2694,"Naples, FL",NOAA,19d 13h 7m,,Details
264,2765,"Nawiliwili, HI",NOAA,19d 13h 7m,,Details
265,2886,"Neah Bay, WA",NOAA,19d 13h 7m,,Details
266,2776,"New Canal Station, LA",NOAA,19d 13h 7m,,Details
267,2676,"New Haven, CT",NOAA,19d 13h 7m,,Details
268,2677,"New London, Thames River, CT",NOAA,19d 13h 7m,,Details
269,2833,"Newbold, PA",NOAA,19d 13h 7m,,Details
270,2836,"Newport, RI",NOAA,19d 13h 7m,,Details
271,2746,"Niagara Intake, NY",NOAA,19d 13h 7m,,Details
272,2623,"Nikiski, AK",NOAA,> 100d,,Details
273,2624,"Nikolski, AK",NOAA,> 100d,,Details
274,2625,"Nome, Norton Sound, AK",NOAA,> 100d,,Details
275,2650,"North Spit, CA",NOAA,19d 13h 7m,,Details
276,2792,"Ocean City Inlet, MD",NOAA,19d 13h 7m,,Details
277,2754,"Ogdensburg, NY",NOAA,19d 13h 7m,,Details
278,2651,"Oil Platform Harvest, CA",NOAA,19d 13h 7m,,Details
279,2735,"Olcott, NY",NOAA,19d 13h 7m,,Details
280,2695,"Old Port Tampa, FL",NOAA,19d 13h 7m,,Details
281,2742,"Ontonagon, MI",NOAA,19d 13h 7m,,Details
282,2815,"Oregon Inlet Marina, NC",NOAA,19d 13h 7m,,Details
283,2736,"Oswego, NY",NOAA,19d 13h 7m,,Details
284,2840,"Oyster Landing (N Inlet Estuary), SC",NOAA,19d 13h 7m,,Details
285,2855,"Packery Channel, TX",NOAA,19d 13h 7m,,Details
286,2827,"Pago Bay, Guam, United States of America",NOAA,19d 13h 7m,,Details
287,2828,"Pago Pago, American Samoa, American Samoa",NOAA,19d 13h 7m,,Details
288,2696,"Panama City Beach, FL",NOAA,19d 13h 7m,,Details
289,2697,"Panama City, FL",NOAA,19d 13h 7m,,Details
290,2802,"Pascagoula NOAA Lab, MS",NOAA,19d 13h 7m,,Details
291,2698,"Pensacola, FL",NOAA,19d 13h 7m,,Details
292,2834,"Philadelphia, PA",NOAA,19d 13h 7m,,Details
293,2777,"Pilots Station East, SW Pass, LA",NOAA,19d 13h 7m,,Details
294,2778,"Pilottown, LA",NOAA,19d 13h 7m,,Details
295,2743,"Point Iroquois, MI",NOAA,19d 13h 7m,,Details
296,2652,"Point Reyes, CA",NOAA,19d 13h 7m,,Details
297,2626,"Port Alexander, AK",NOAA,> 100d,,Details
298,2887,"Port Angeles, WA",NOAA,19d 13h 7m,,Details
299,2856,"Port Aransas, TX",NOAA,19d 13h 7m,,Details
300,2857,"Port Arthur, TX",NOAA,19d 13h 7m,,Details
301,2653,"Port Chicago, CA",NOAA,19d 13h 7m,,Details
302,2779,"Port Fourchon, Belle Pass, LA",NOAA,19d 13h 7m,,Details
303,2732,"Port Inland, MI",NOAA,19d 13h 7m,,Details
304,2858,"Port Isabel, TX",NOAA,19d 13h 7m,,Details
305,2859,"Port Lavaca, TX",NOAA,19d 13h 7m,,Details
306,2699,"Port Manatee, FL",NOAA,19d 13h 7m,,Details
307,2860,"Port Mansfield, TX",NOAA,19d 13h 7m,,Details
308,2861,"Port O&rsquo;Connor, TX",NOAA,19d 13h 7m,,Details
309,2822,"Port Orford, OR",NOAA,19d 13h 7m,,Details
310,2654,"Port San Luis, CA",NOAA,19d 13h 7m,,Details
311,2888,"Port Townsend, WA",NOAA,19d 13h 7m,,Details
312,2785,"Portland, ME",NOAA,19d 13h 7m,,Details
313,2837,"Providence, RI",NOAA,19d 13h 7m,,Details
314,2627,"Prudhoe Bay, AK",NOAA,> 100d,,Details
315,2838,"Quonset Point, RI",NOAA,19d 13h 7m,,Details
316,2700,"Racy Point, St Johns River, FL",NOAA,19d 13h 7m,,Details
317,2628,"Red Dog Dock, AK",NOAA,> 100d,,Details
318,2655,"Redwood City, CA",NOAA,19d 13h 7m,,Details
319,2681,"Reedy Point, DE",NOAA,19d 13h 7m,,Details
320,2656,"Richmond, CA",NOAA,19d 13h 7m,,Details
321,2862,"Rincon Del San Jose, TX",NOAA,19d 13h 7m,,Details
322,2737,"Rochester, NY",NOAA,19d 13h 7m,,Details
323,2756,"Rock Cut, MI",NOAA,19d 13h 7m,,Details
324,2863,"Rollover Pass, TX",NOAA,19d 13h 7m,,Details
325,2864,"S. Bird Island, TX",NOAA,19d 13h 7m,,Details
326,2757,"S.W. Pier, MI",NOAA,19d 13h 7m,,Details
327,2866,"Sabine Pass North, TX",NOAA,19d 13h 7m,,Details
328,2657,"San Diego, CA",NOAA,19d 13h 7m,,Details
329,2658,"San Francisco, CA",NOAA,19d 13h 7m,,Details
330,2673,"San Juan, La Puntilla, San Juan Bay, PR",NOAA,19d 13h 7m,,Details
331,2867,"San Luis Pass, TX",NOAA,19d 13h 7m,,Details
332,2829,"Sand Island, Midway Islands, United States of America",NOAA,19d 13h 7m,,Details
333,2629,"Sand Point, AK",NOAA,> 100d,,Details
334,2807,"Sandy Hook, NJ",NOAA,19d 13h 7m,,Details
335,2659,"Santa Barbara, CA",NOAA,19d 13h 7m,,Details
