SSC ID,Station Name,Country_x,Latitude,Longitude,IOC code,PTWC code,GLOSS ID_x,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Details,Edit,Code,GLOSS ID_y,Country_y,Location,Connection,DCP ID,Last observation  Level,Time in GMT,Delay,TransmitInterval,View
SSC-lajo,La Jolla,United States,32.87,-117.26,"lajo, lajo2",lajo,159.0,554,256,"3465, 843",2364,[details],[edit],lajo2,159,USA,La Jolla,SXXX03,3362A386,-9.39,2017-03-30 16:42,175d,5',[open]
SSC-lalb,La Libertad,El Salvador,13.49,-89.32,lalb,lalb,,,,,,[details],[edit],lalb,,El Salvador,La Libertad,SOES10,5030C75E,0.12,08:52,7',5',[open]
SSC-lalb,La Libertad,El Salvador,13.49,-89.32,lalb,lalb,,,,,,[details],[edit],lali,172,Ecuador,La Libertad,SEPO40,3540B126,6.46,08:48,11',5',[open]
SSC-lali,La Libertad,Ecuador,-2.21,-80.9,lali,lali,172.0,91,"544, 555","2082, 3510","2444, 2445",[details],[edit],lalb,,El Salvador,La Libertad,SOES10,5030C75E,0.12,08:52,7',5',[open]
SSC-lali,La Libertad,Ecuador,-2.21,-80.9,lali,lali,172.0,91,"544, 555","2082, 3510","2444, 2445",[details],[edit],lali,172,Ecuador,La Libertad,SEPO40,3540B126,6.46,08:48,11',5',[open]
SSC-lamu,Lamu,Kenya,-2.27,40.9,lamu,lamu,,149,"1872, 1985, 2198",,,[details],[edit],lamu,,Kenya,Lamu,SXXX33,16287190,5.91,08:46,13',15',[open]
SSC-lang,Langosteira,Spain,43.35,-8.53,lang,,,,,,,[details],[edit],lang,,Spain,Langosteira,ftp,,0.7,08:48,11',4',[open]
SSC-larp,La Rochelle-Pallice,France,46.16,-1.22,"larp, larp2",larp,,,466,934,1787,[details],[edit],larp,,France,La Rochelle-Pallice,ftp,,2.12,08:47,12',5',[open]
SSC-lasp,La Spezia,Italy,44.1,9.86,LA38,,,,2139,3436,3435,[details],[edit],LA38,,Italy,La Spezia,web,,-999,2017-09-08 00:37,13d,5',[open]
SSC-laun,La Union,El Salvador,13.31,-87.82,laun,laun,,86,"2223, 558, 740",,,[details],[edit],laun,,El Salvador,La Union,SEMS40,3354C0DE,7.84,08:39,20',15',[open]
SSC-laza,Lazaro Cardenas,Mexico,17.94,-102.18,laza,laza,,,,2285,2286,[details],[edit],laza,,Mexico,Lazaro Cardenas,ftp,,6.28,08:23,36',10',[open]
SSC-lebu,Lebu,Chile,-37.59,-73.66,"lebu, lebu2",lebu,,,1956,,,[details],[edit],lebu,,Chile,Lebu,SXCH40,ADC16122,3.25,08:49,10',5',[open]
SSC-lebu,Lebu,Chile,-37.59,-73.66,"lebu, lebu2",lebu,,,1956,,,[details],[edit],lebu2,,Chile,Lebu,web,,3.15,08:55,3',5',[open]
SSC-leco,Le Conquet,France,48.36,-4.78,"leco, leco2",leco,,,1294,3179,1792,[details],[edit],leco,,France,Le Conquet,ftp,,2.67,08:47,11',5',[open]
SSC-lecy,Le Crouesty,France,47.54,-2.9,lecy,,,,1921,3190,1793,[details],[edit],lecy,,France,Le Crouesty,ftp,,1.83,08:47,11',5',[open]
SSC-leha,Le Havre,France,49.48,0.11,"leha, leha2",leha,,,453,"3429, 3538",1794,[details],[edit],leha,,France,Le Havre,ftp,,7.69,08:47,12',5',[open]
SSC-leit,Leith,United Kingdom,55.99,-3.18,leit,,,,"1526, 802",3248,"3246, 3247",[details],[edit],leit,,UK,Leith,ftp,,0.63,08:30,29',15',[open]
SSC-lemba,Lembar,Indonesia,-8.73,116.07,lemba,"lemb, lobk",,419,,,,[details],[edit],lemba,,Indonesia,Lembar,SZID44,0650A176,5.23,08:52,7',6',[open]
SSC-lena,"Lenakel, Tanna",Vanuatu,-19.53,169.27,lena,lena,,,,,,[details],[edit],lena,,Vanuatu,"Lenakel, Tanna",SZNV41,91566,5.11,08:48,11',6',[open]
SSC-lero,Le Robert,France,14.68,-60.94,lero,lero,,"270, 271",,,,[details],[edit],lero,,Martinique,Le Robert,SOMR10,12A052EA,0.78,08:50,9',5',[open]
SSC-leso,Les Sables d'Olonne,France,46.5,-1.79,"leso, leso2",leso,,,1747,2012,1791,[details],[edit],leso,,France,Les Sables d'Olonne,ftp,,1.55,08:47,12',5',[open]
SSC-levu,Lautoka,Fiji,-17.6,177.44,levu,"laut, levu",,402,1805,723,2165,[details],[edit],levu,,Fiji Islands,Lautoka,SZPS01,67070,1.86,08:53,6',3',[open]
SSC-lifo,Lifou,France,-20.92,167.28,lifo,lifo,,,,3203,3167,[details],[edit],lifo,,France,Lifou,SZNC40,0652047A,1.45,08:48,11',6',[open]
SSC-lime,Limetree,United States,17.7,-64.75,"lime, lime2",lime,,254,,,,[details],[edit],lime,,USA,Limetree,web,3364B03E,1,2017-09-20 03:47,1d,6',[open]
SSC-lime,Limetree,United States,17.7,-64.75,"lime, lime2",lime,,254,,,,[details],[edit],lime2,,USA,Limetree,SXXX03,3364B03E,-2.89,2017-09-20 03:46,1d,6',[open]
SSC-limn,Limon,Costa Rica,9.99,-83.02,limon,limn,,268,"2191, 552",,,[details],[edit],limon,,Costa Rica,Limon,SEPO40,354011DE,6.67,08:50,9',5',[open]
SSC-lirn,Livorno,Italy,43.55,10.3,LI11,,,,"110, 2080",,,[details],[edit],LI11,,Italy,Livorno,web,,0.14,08:53,6',5',[open]
SSC-litz,"Litzlitz, Malekula",Vanuatu,-16.11,167.44,litz,litz,,,,,,[details],[edit],litz,,Vanuatu,"Litzlitz, Malekula",SZNV40,91556,4.81,08:48,11',6',[open]
SSC-livp,Liverpool,United Kingdom,53.45,-3.02,live,"livp, tpol",,,"15, 1774, 765",2026,"2160, 2736, 2756",[details],[edit],live,,UK,Liverpool,ftp,,4.71,08:30,29',15',[open]
SSC-llan,Llandudno,United Kingdom,53.33,-3.83,llan,,,,"1504, 1854",,,[details],[edit],llan,,UK,Llandudno,ftp,,3.75,08:15,44',15',[open]
SSC-lmpd,Lampedusa,Italy,35.5,12.6,LA23,lamp,,,2079,722,2226,[details],[edit],LA23,,Italy,Lampedusa,web,,0.03,08:51,8',5',[open]
SSC-losa,Los Angeles,United States,33.72,-118.27,"losa, losa2",losa,,567,"1045, 245","3280, 3513, 897",2374,[details],[edit],losa,,USA,Los Angeles,web,336AF75C,0.78,08:49,10',6',[open]
SSC-losa,Los Angeles,United States,33.72,-118.27,"losa, losa2",losa,,567,"1045, 245","3280, 3513, 897",2374,[details],[edit],losa2,,USA,Los Angeles,SXXX03,336AF75C,-4,08:48,11',6',[open]
SSC-lott,East Cape,New Zealand,-37.55,178.16,lott,lott,,,,,,[details],[edit],lott,,New Zealand,East Cape,SZNZ01,LOTT,4.17,08:47,12',3',[open]
SSC-lowe,Lowestoft,United Kingdom,52.47,1.75,lowe,,,,754,2027,2343,[details],[edit],lowe,,UK,Lowestoft,ftp,,2.46,08:30,29',15',[open]
SSC-luba,Lubang,Philippines,13.82,120.2,luba,luba,,655,,,,[details],[edit],luba,,Philippines,Lubang,SXXX33,221F4098,5.71,08:49,10',15',[open]
SSC-luga,Luganville,Vanuatu,-15.52,167.19,luga,luga,,,,,,[details],[edit],luga,,Vanuatu,Luganville,SZPS01,57210,1.16,08:53,6',6',[open]
SSC-lymg,Lymington,United Kingdom,50.74,-1.51,lymg,,,,,,,[details],[edit],lymg,,UK,Lymington,web,,0.37,08:57,1',0.1666',[open]
SSC-madry,Puerto Madryn,Argentina,-42.76,-65.03,madry,madr,191.0,731,501,924,2339,[details],[edit],madry,191,Argentina,Puerto Madryn,SEPO40,335665D2,4.9,08:49,10',15',[open]
SSC-maer,Marmara Ereglisi,Turkey,40.97,27.97,maer,,,,2010,2028,2175,[details],[edit],maer,,Turkey,Marmara Ereglisi,ftp,,1.37,2017-09-14 15:31,7d,2',[open]
SSC-magi,Magueyes Island,United States,17.98,-67.05,"magi, magi2",magi,,246,759,1893,2381,[details],[edit],magi,,USA,Magueyes Island,web,3364E042,0.24,2017-09-20 12:28,21h,6',[open]
SSC-magi,Magueyes Island,United States,17.98,-67.05,"magi, magi2",magi,,246,759,1893,2381,[details],[edit],magi2,,USA,Magueyes Island,SXXX03,3364E042,-2.43,2017-09-20 12:27,21h,6',[open]
SSC-maho,Mahon,Spain,39.89,4.27,maho,,,,2062,,,[details],[edit],maho,,Spain,Mahon,ftp,,0.17,08:48,11',4',[open]
SSC-mais,Marion Island,South Africa,-46.87,37.87,"mais, mais2",mais,20.0,,,2016,1980,[details],[edit],mais,20,South-Africa,Marion Island,SXXX32,16AF741C,0.01,08:17,42',15',[open]
SSC-mais,Marion Island,South Africa,-46.87,37.87,"mais, mais2",mais,20.0,,,2016,1980,[details],[edit],mais2,,South-Africa,Marion Island,ftp,,8.36,07:23,2h,8h,[open]
SSC-maji,Majis,Oman,24.52,56.61,maji,maji,,,,,,[details],[edit],maji,,Oman,Majis,SXOM33,180D62C6,0.13,08:48,11',6',[open]
SSC-mala,Malakal,Palau,7.33,134.45,mala,mala,120.0,7,"1252, 338",2628,2627,[details],[edit],mala,120,Palau Islands,Malakal,SWPA40,xxxxxxxx,3.44,08:50,9',6',[open]
SSC-male,Male,Maldives,4.19,73.53,male,male,28.0,108,"1743, 1744, 1753","2985, 3536, 729",1978,[details],[edit],male,28,Maldive Islands,Male,SXXX32,16289262,2.88,08:45,14',15',[open]
SSC-mali,Malin Head Peninsular,Ireland,55.37,-7.33,mali,mali,239.0,834,916,2065,2435,[details],[edit],mali,239,Ireland,Malin Head Peninsular,ftp,,1.27,08:00,59',1h,[open]
SSC-malo,Måløy,Norway,61.93,5.12,malo,,,802,486,,,[details],[edit],malo,,Norway,Måløy,web,,1.55,10:20,-81',1h,[open]
SSC-malp,Malpelo,Colombia,4.0,-81.6,"malp, malp2",malp,,,,,,[details],[edit],malp,,Colombia,Malpelo,ftp,,4.36,08:24,35',15',[open]
SSC-malp,Malpelo,Colombia,4.0,-81.6,"malp, malp2",malp,,,,,,[details],[edit],malp2,,Colombia,Malpelo,SXCO41,15AAB424,0.43,08:42,17',5',[open]
SSC-mani,Manila,Philippines,14.58,120.97,mani,mani,73.0,370,145,"3064, 3238, 3591, 815",1979,[details],[edit],mani,73,Philippines,Manila,SWPH40,xxxxxxxx,1.87,08:46,13',6',[open]
SSC-mari,Marin,Spain,42.41,-8.69,mari,,,,2181,,,[details],[edit],mari,,Spain,Marin,ftp,,0.52,08:48,11',4',[open]
SSC-marm,Marmagao,India,15.42,73.8,marm,,281.0,,1249,2066,2437,[details],[edit],marm,281,India,Marmagao,ftp,43195,1.31,2017-09-20 14:28,19h,10',[open]
SSC-mars,Marseille,France,43.29,5.36,mars,,205.0,824,61,"3193, 735",1802,[details],[edit],mars,205,France,Marseille,ftp,,0.52,08:47,11',5',[open]
SSC-marsh,Majuro,Marshall Islands,7.11,171.37,marsh,majb,112.0,5,"1217, 1228, 1838",2055,"2117, 2768",[details],[edit],marsh,112,Marshall Islands,Majuro,SZPA01,67680,0.87,08:53,6',3',[open]
SSC-masi,Masirah,Oman,20.68,58.87,masi,masi,,113,1887,,,[details],[edit],masi,,Oman,Masirah,SXXX33,16288114,2.83,08:49,10',6',[open]
SSC-mata,Matarani,Peru,-17.0,-72.12,mata,mata,,94,"2188, 458",,,[details],[edit],mata,,Perú,Matarani,SEPO40,354176C2,4.69,08:50,9',5',[open]
SSC-maya,Mayaguez,Puerto Rico,18.22,-67.16,maya,maya,,,,"3115, 3116",3114,[details],[edit],maya,,Puerto Rico,Mayaguez,SXXX03,336633DE,-2.17,2017-09-20 19:25,14h,6',[open]
SSC-maza,Mazatlan,Mexico,23.18,-106.42,maza,maza,,673,712,,,[details],[edit],maza,,Mexico,Mazatlan,ftp,,2.9,2017-09-19 14:03,2d,10',[open]
SSC-mdic,Marina Di Campo,Italy,42.74,10.24,MC41,,,,2140,3438,3437,[details],[edit],MC41,,Italy,Marina Di Campo,web,,0.13,08:43,16',5',[open]
SSC-meji,Mejillones,Chile,-23.1,-70.45,"meji, meji2",meji,,,,,,[details],[edit],meji,,Chile,Mejillones,SXCH40,01032040,3.28,08:45,14',5',[open]
SSC-meji,Mejillones,Chile,-23.1,-70.45,"meji, meji2",meji,,,,,,[details],[edit],meji2,,Chile,Mejillones,web,,3.19,08:49,10',5',[open]
SSC-meli,Melilla,Spain,35.29,-2.93,meli,,,,2057,3105,3104,[details],[edit],meli,,Spain,Melilla,ftp,,0.24,08:48,11',4',[open]
SSC-mera,Mera,Japan,34.55,139.49,mera,mera,86.0,352,359,801,2313,[details],[edit],mera,86,Japan,Mera,SWJP40,MERA,2.65,08:39,20',10',[open]
SSC-mess,Messina,Italy,38.2,15.56,ME13,,,,"115, 2081",3441,"3439, 3440",[details],[edit],ME13,,Italy,Messina,web,,0.05,08:50,9',5',[open]
SSC-mhav,Milford Haven,United Kingdom,51.71,-5.05,mhav,,,,"1700, 66",,,[details],[edit],mhav,,UK,Milford Haven,ftp,,5.85,08:30,29',15',[open]
SSC-mill,Millport,United Kingdom,55.75,-4.91,mill,,,,755,,,[details],[edit],mill,,UK,Millport,ftp,,1.57,08:30,29',15',[open]
SSC-mimz,Mimizan,France,44.21,-1.3,"mimz, mimz2",,,,,"3480, 3481",3479,[details],[edit],mimz,,France,Mimizan,ftp,,2.19,08:47,11',5',[open]
SSC-mini,Minicoy,India,8.28,73.05,mini,mini,29.0,153,1050,2068,2439,[details],[edit],mini,29,India,Minicoy,ftp,43370,1.1,2017-08-06 20:48,46d,10',[open]
SSC-mlga,Malaga,Spain,36.71,-4.42,mal3,,,,"1810, 496","1924, 3459","2183, 2396",[details],[edit],mal3,,Spain,Malaga,ftp,,0.43,08:47,12',4',[open]
SSC-mnkt,Manakau,New Zealand,-37.05,174.51,mnkt,mnkt,,,,,,[details],[edit],mnkt,,New Zealand,Manakau,SZNZ01,MNKT,3.56,08:46,13',3',[open]
SSC-momb,Mombasa,Kenya,-4.07,39.65,momb,momb,8.0,101,"2183, 370",,"2794, 3583",[details],[edit],momb,8,Kenya,Mombasa,SXXX33,22ADF72A,3.36,08:45,14',15',[open]
SSC-mona,Mona Island,United States,18.09,-67.94,"mona, mona2",mona,,267,2122,3017,3016,[details],[edit],mona,,USA,Mona Island,web,3365E2B8,0.57,08:49,10',6',[open]
SSC-mona,Mona Island,United States,18.09,-67.94,"mona, mona2",mona,,267,2122,3017,3016,[details],[edit],mona2,,USA,Mona Island,SXXX03,3365E2B8,-2.29,08:49,10',6',[open]
SSC-moul,Moulmein,Myanmar,16.48,97.62,moul,moul,141.0,906,747,,2845,[details],[edit],moul,141,Myanmar,Moulmein,SZBM40,0650AFA4,6.68,08:48,11',6',[open]
SSC-mrig,Marigot,Dominica,15.55,-61.28,mrig,,,,,,,[details],[edit],mrig,,Dominica island,Marigot,SODO10,D6700DEA,,2017-08-12 01:11,40d,5',[open]
SSC-mumb,Mumbles,United Kingdom,51.57,-3.98,mumb,,,,1732,,,[details],[edit],mumb,,UK,Mumbles,ftp,,8.29,08:30,29',15',[open]
SSC-musc,Muscat,Oman,23.63,58.57,"mus2, musc","mus2, musc",,110,"1716, 2185",,,[details],[edit],musc,,Oman,Muscat,SXXX32,262D700E,5.74,08:45,14',15',[open]
SSC-nagas,Nagasaki,Japan,32.44,129.52,naga,naga,83.0,362,"1100, 141",805,2105,[details],[edit],naga,83,Japan,Nagasaki,SWJP40,NAGASAKI,2.37,08:39,20',10',[open]
SSC-naha,Naha,Japan,26.22,127.67,naha,naha,81.0,355,1151,807,2111,[details],[edit],naha,81,Japan,Naha,SWJP40,NAHA,2.72,08:39,20',10',[open]
SSC-naho,Nahodka,Russia,42.78,132.86,naho,naho,,,,,,[details],[edit],naho,,Russia,Nahodka,web,,1.04,08:44,15',10',[open]
SSC-nain,Nain,Canada,56.55,-61.68,nain,,224.0,833,1029,748,2101,[details],[edit],nain,224,Canada,Nain,ftp,,0.61,04:03,5h,6h,[open]
SSC-nanc,Nancowry,India,8.05,93.55,nanc,nanc,,,2222,,,[details],[edit],nanc,,India,Nancowry,ftp,43383,0.3,08:20,39',10',[open]
SSC-napo,Napoli,Italy,40.84,14.27,NA23,napo,,,"105, 129, 1531, 1535, 1611, 2092",3471,"3468, 3469, 3470",[details],[edit],NA23,,Italy,Napoli,web,,-999,2017-07-24 11:09,59d,5',[open]
SSC-napt,Port Napier,New Zealand,-39.48,176.92,napt,napt,,668,1750,,,[details],[edit],napt,,New Zealand,Port Napier,SZNZ01,NAPT,3.23,08:47,12',3',[open]
SSC-naur,Nauru,Nauru,-0.52,166.91,"naur, nauu",nauu,114.0,4,"1374, 1844",750,"2134, 2773",[details],[edit],nauu,,Nauru,Nauru,SZPS01,67640,1.18,08:53,6',6',[open]
SSC-nehu,Nehuentue,Chile,-38.74,-73.43,"ntue, ntue2",,,,,,,[details],[edit],ntue2,,,Nehuentue,web,,1.23,08:50,9',5',[open]
SSC-neri,Newport,United States,41.5,-71.33,,neri,290.0,253,351,761,2361,[details],[edit],npor,,UK,Newport,ftp,,11.87,08:30,29',15',[open]
SSC-npor,Newport,United Kingdom,51.55,-2.99,npor,,,,1832,,,[details],[edit],npor,,UK,Newport,ftp,,11.87,08:30,29',15',[open]
SSC-neve,Nevel'sk,Russia,46.68,141.86,neve,,,,250,,,[details],[edit],neve,,Russia,Nevel'sk,web,,2.34,2016-12-06 03:44,289d,10',[open]
SSC-nhav,Newhaven,United Kingdom,50.78,0.06,nhav,,,,1548,,,[details],[edit],nhav,,UK,Newhaven,ftp,,2.98,08:30,29',15',[open]
SSC-nice,Nice,France,43.7,7.29,"nice, nice2",nice,,,1468,"2014, 3542",1813,[details],[edit],nice,,France,Nice,ftp,,0.58,08:45,13',5',[open]
SSC-nksk,Nikol'skoe,Russia,55.2,166.02,nksk,nksk,,,,,,[details],[edit],nksk,,Russia,Nikol'skoe,web,,1.29,08:44,15',10',[open]
SSC-noct,Nouakchott,Mauritania,18.1,-15.95,noct,noct,,806,2036,,,[details],[edit],noct,,Mauritania,Nouakchott,SXXX33,366E2324,10.2,08:30,29',15',[open]
SSC-nome,Nome,United States,64.5,-165.43,"nome, nome2",nome,74.0,595,1800,2708,2707,[details],[edit],nome,74,USA,Nome,web,3360809E,-0.23,08:47,12',6',[open]
SSC-nome,Nome,United States,64.5,-165.43,"nome, nome2",nome,74.0,595,1800,2708,2707,[details],[edit],nome2,74,USA,Nome,SXXX03,3360809E,-4.88,08:46,13',6',[open]
SSC-noti,Noto,Italy,36.88,14.99,,,,,,758,,[details],[edit],noto,,Japan,Noto,SWJP40,NOTO,2.5,08:39,20',10',[open]
SSC-noto,Noto,Japan,37.5,137.16,noto,noto,,,,,,[details],[edit],noto,,Japan,Noto,SWJP40,NOTO,2.5,08:39,20',10',[open]
SSC-noua,Nouadhibou,Mauritania,20.81,-17.04,noua,,,,,,,[details],[edit],noua,,Mauritania,Nouadhibou,ftp,18ABD7D0,0.62,2016-07-14 03:50,434d,1h,[open]
SSC-nshi,North Shields,United Kingdom,55.01,-1.44,nshi,,,,"533, 95","2427, 764",2186,[details],[edit],nshi,,UK,North Shields,ftp,,1.27,08:30,29',15',[open]
SSC-nyal,Ny Ålesund,Norway,78.93,11.95,nyal,,345.0,823,1421,"3012, 766, 767",2139,[details],[edit],nyal,345,Norway,Ny Ålesund,web,,0.14,10:20,-81',1h,[open]
SSC-ofun,Ofunato,Japan,39.0,141.75,ofun,ofun,87.0,351,"1140, 1364",800,"2131, 2765",[details],[edit],ofun,87,Japan,Ofunato,SWJP40,OFUNATO,2.19,08:39,20',10',[open]
SSC-omae,Omaezaki,Japan,34.6,138.23,omae,omae,,,"1141, 1263",,,[details],[edit],omae,,Japan,Omaezaki,SWJP40,OMAEZAKI,2.91,08:39,20',10',[open]
SSC-oran,Oranjestad,Aruba,12.52,-70.03,oran,oran,,,,,,[details],[edit],oran,,Aruba,Oranjestad,SONU10,AA300044,-999,08:46,13',5',[open]
SSC-orma,Ormara,Pakistan,25.2,64.68,orma,orma,,,,,,[details],[edit],orma,,Pakistan,Ormara,SXXX32,262AD2C2,-999,08:49,10',15',[open]
SSC-orta,Ortona,Italy,42.36,14.41,OR24,,,,"2097, 972",,,[details],[edit],OR24,,Italy,Ortona,web,,-0.03,08:45,14',5',[open]
SSC-oste,Ostend,Belgium,51.23,2.92,oste,,,,413,2988,2987,[details],[edit],oste,,Belgium,Ostend,ftp,,0.86,08:35,24',15',[open]
SSC-otat,Dunedin,New Zealand,-45.81,170.63,otat,otat,,669,"136, 1643, 252","2508, 771, 921","2337, 2742, 2746",[details],[edit],otat,,New Zealand,Dunedin,SZNZ01,OTAT,3.78,08:47,12',3',[open]
SSC-otro,Otranto,Italy,40.15,18.5,OT15,otra,,,"2096, 990",3444,"3442, 3443",[details],[edit],OT15,,Italy,Otranto,web,,-0.22,08:53,6',5',[open]
SSC-pada,Padang,Indonesia,-0.95,100.37,"pada, padn","pada, padn",45.0,107,"1686, 2193, 274","2944, 3100",2810,[details],[edit],pada,45,Indonesia,Padang,SZID50,06510374,5.94,08:40,19',6',[open]
SSC-pago,Pago Pago,Algeria,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,[details],[edit],pago,144,Samoa,Pago Pago,web,336015FC,0.67,08:51,8',6',[open]
SSC-pago,Pago Pago,Algeria,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,[details],[edit],pagx,144,Samoa,Pago Pago,SXXX03,336312F2,-2.87,08:50,9',6',[open]
SSC-palb,Port Alberni,Canada,47.71,-121.53,palb,ptal,,,527,,,[details],[edit],palb,,Canada,Port Alberni,SXAK50,15C3B04A,3.25,08:51,8',5',[open]
SSC-pana,Pangandaran,Indonesia,-7.75,108.5,pana,pana,,,,2962,2964,[details],[edit],pana,,Indonesia,Pangandaran,SXXX33,22F96330,-9.09,08:42,17',15',[open]
SSC-pant,Pantelleria,Italy,36.83,11.94,pant,pant,,,,,,[details],[edit],pant,,Italy,Pantelleria,bgan,PANT,-0.21,08:38,21',1',[open]
SSC-papho,Paphos,Cyprus,34.76,32.41,papho,,,,2159,,,[details],[edit],papho,,Cyprus,Paphos,ftp,,-999,2017-05-30 07:11,114d,1',[open]
SSC-papo,Paposo,Chile,-25.01,-70.47,"papo, papo2",papo,,,,,,[details],[edit],papo,,Chile,Paposo,SXCH40,ADC285DE,3.26,08:47,12',5',[open]
SSC-papo,Paposo,Chile,-25.01,-70.47,"papo, papo2",papo,,,,,,[details],[edit],papo2,,Chile,Paposo,web,,3.19,08:50,8',5',[open]
SSC-pata,Patache,Chile,-20.8,-70.19,"pata, pata2",pata,,,,,,[details],[edit],pata,,Chile,Patache,SXCH40,ADC22526,3.28,08:41,18',5',[open]
SSC-pata,Patache,Chile,-20.8,-70.19,"pata, pata2",pata,,,,,,[details],[edit],pata2,,Chile,Patache,web,,3.22,08:49,9',5',[open]
SSC-pedn,Puerto Eden,Chile,-49.13,-74.42,"pedn, pedn2",pedn,,,,,,[details],[edit],pedn,,Chile,Puerto Eden,SXCH40,1400B282,4.87,08:39,20',15',[open]
SSC-pedn,Puerto Eden,Chile,-49.13,-74.42,"pedn, pedn2",pedn,,,,,,[details],[edit],pedn2,,Chile,Puerto Eden,web,,4.83,08:48,11',15',[open]
SSC-peir,Peiraias,Greece,37.93,23.62,peir,,,,374,,,[details],[edit],peir,,Greece,Peiraias,ftp,,0.72,08:45,14',3',[open]
SSC-peit,Porto empedocle,Italy,37.29,13.52,"PE09, PE21",,,,2083,,,[details],[edit],PE09,,Italy,Porto empedocle,web,,-0.12,08:48,11',5',[open]
SSC-penr,Penrhyn,Cook Islands,-9.0,-158.05,penr,penr,143.0,24,1450,,2846,[details],[edit],penr,143,Cook Islands,Penrhyn,SEPO40,3541A0AA,5.34,08:51,8',5',[open]
SSC-petr,Petropavlovsk,Russia,53.02,158.65,petr,petr,93.0,,824,"2499, 813",2316,[details],[edit],petr,93,Russia,Petropavlovsk,web,,3.2,08:44,15',10',[open]
SSC-pisa,Pisagua,Chile,-19.6,-70.21,"pisa, pisa2",pisa,,,,,,[details],[edit],pisa,,Chile,Pisagua,SXCH40,ADC17254,3.93,08:51,8',5',[open]
SSC-pisa,Pisagua,Chile,-19.6,-70.21,"pisa, pisa2",pisa,,,,,,[details],[edit],pisa2,,Chile,Pisagua,web,,3.85,08:49,9',5',[open]
SSC-pkem,Port Kembla,Australia,-34.47,150.91,pkem,pkem,,,"831, 850",2060,2179,[details],[edit],pkem,,Australia,Port Kembla,SZAU01,60420,1.28,08:50,9',3',[open]
SSC-plma,Palmeira,Cape Verde,16.76,-22.98,palm1,palm,329.0,235,1914,"3597, 851",1987,[details],[edit],palm1,329,Cabo Verde,Palmeira,SXXX33,26D6F7A6,6.73,08:45,14',15',[open]
SSC-plmy,Palmyra Island,United States,5.89,-162.09,plmy,plmy,,43,532,,,[details],[edit],plmy,,USA,Palmyra Island,SEPO40,3541E3A0,6.37,08:43,16',5',[open]
SSC-plnu,Palinuro,Italy,40.03,15.28,PL14,,,,2082,3581,3580,[details],[edit],PL14,,Italy,Palinuro,web,,0.11,08:50,9',5',[open]
SSC-plrm,Palermo,Italy,38.12,13.37,PA07,,,,"107, 2093",,,[details],[edit],PA07,,Italy,Palermo,web,,-999,2017-07-14 00:08,69d,5',[open]
SSC-plup,Pulau Perhentian,Malaysia,5.93,102.7,ms004,,,,,,,[details],[edit],ms004,,Malaysia,Pulau Perhentian,SZMS01,MS004,1.54,2017-08-30 14:35,22d,1',[open]
SSC-pluz,Puerto de la Luz,Spain,28.13,-15.41,"lasp, pluz",lasp,251.0,217,"1311, 1802, 565, 590",941,"2197, 2754, 2779",[details],[edit],pluz,251,Spain,Puerto de la Luz,web,,0.91,2017-09-17 05:59,4d,1d,[open]
SSC-plym,Plymouth,United Kingdom,50.37,-4.19,plym,,,,982,3259,3258,[details],[edit],plym,,UK,Plymouth,ftp,,4.63,08:30,29',15',[open]
SSC-pmel,Puerto Melinka,Chile,-43.9,-73.75,"pmel, pmel2",pmel,,,,,,[details],[edit],pmel,,Chile,Puerto Melinka,SXCH40,14000FDE,5.01,08:44,15',5',[open]
SSC-pmel,Puerto Melinka,Chile,-43.9,-73.75,"pmel, pmel2",pmel,,,,,,[details],[edit],pmel2,,Chile,Puerto Melinka,web,,4.44,2017-04-06 19:48,168d,5',[open]
SSC-pmon,Puerto Montt,Chile,-41.48,-72.97,"pmon, pmon2",pmon,178.0,684,472,,2858,[details],[edit],pmon,178,Chile,Puerto Montt,SXCH40,140642C8,7.13,08:49,10',15',[open]
SSC-pmon,Puerto Montt,Chile,-41.48,-72.97,"pmon, pmon2",pmon,178.0,684,472,,2858,[details],[edit],pmon2,178,Chile,Puerto Montt,web,,6.65,08:47,12',15',[open]
SSC-pmur,PtMurat,Australia,-21.82,114.19,pmur,pmur,,,,,,[details],[edit],pmur,,Australia,PtMurat,SZAU01,62430,0.78,08:50,9',10',[open]
SSC-pnfl,Pensacola,United States,30.4,-87.21,"pnfl, pnfl2",pnfl,288.0,762,246,1887,2379,[details],[edit],pnfl,288,USA,Pensacola,web,33616196,0.38,08:47,12',5',[open]
SSC-pnfl,Pensacola,United States,30.4,-87.21,"pnfl, pnfl2",pnfl,288.0,762,246,1887,2379,[details],[edit],pnfl2,288,USA,Pensacola,SXXX03,33616196,-4.06,08:40,19',5',[open]
SSC-ponz,Ponza,Italy,40.9,12.97,PO40,,,,2141,,,[details],[edit],PO40,,Italy,Ponza,web,,-999,2017-07-07 04:44,76d,5',[open]
SSC-porl,Portland,Australia,-38.34,141.61,porl,porl,55.0,129,"1547, 1556",2061,2148,[details],[edit],porl,55,Australia,Portland,SZAU01,61410,0.38,08:50,9',3',[open]
